"Name"
"Stellaria holostea"
"Stellaria alsine"
"Stellaria palustris"
"Stellaria graminea"
"Myosoton aquaticum"
"Holosteum umbellatum"
"Cerastium dichotomum"
"Cerastium dubium"
"Cerastium tomentosum"
"Cerastium ×maureri"
"Cerastium arvense"
"Cerastium fontanum"
"Cerastium fontanum"
"Cerastium fontanum"
"Cerastium fontanum"
"Cerastium brachypetalum"
"Cerastium brachypetalum"
"Cerastium brachypetalum"
"Cerastium glomeratum"
"Cerastium semidecandrum"
"Cerastium pumilum"
"Cerastium pumilum"
"Cerastium pumilum"
"Cerastium diffusum"
"Moenchia erecta"
"Sagina alexandrae"
"Sagina alexandrae"
"Sagina japonica"
"Sagina nodosa"
"Sagina procumbens"
"Sagina apetala"
"Sagina apetala"
"Sagina apetala"
"Sagina maritima"
"Scleranthus ×intermedius"
"Scleranthus annuus"
"Scleranthus annuus"
"Scleranthus annuus"
"Scleranthus perennis"
"Corrigiola litoralis"
"Herniaria cinerea"
"Herniaria glabra"
"Herniaria hirsuta"
"Illecebrum verticillatum"
"Polycarpon tetraphyllum"
"Spergula arvensis"
"Spergula arvensis"
"Spergula arvensis"
"Spergula arvensis"
"Spergula arvensis"
"Spergula morisonii"
"Spergula pentandra"
"Spergularia bocconei"
"Spergularia rubra"
"Spergularia media"
"Spergularia media"
"Spergularia marina"
"Spergularia segetalis"
"Viscaria vulgaris"
"Agrostemma githago"
"Agrostemma brachyloba"
"Silene behen"
"Silene chalcedonica"
"Silene conoidea"
"Silene cretica"
"Silene muscipula"
"Silene nocturna"
"Silene pendula"
"Silene schafta"
"Silene stricta"
"Silene italica"
"Silene ×hampeana"
"Silene dioica"
"Silene dioica"
"Silene latifolia"
"Silene latifolia"
"Silene latifolia"
"Silene noctiflora"
"Silene vulgaris"
"Silene vulgaris"
"Silene vulgaris"
"Silene vulgaris"
"Silene uniflora"
"Silene uniflora"
"Silene conica"
"Silene otites"
"Silene nutans"
"Silene dichotoma"
"Silene gallica"
"Silene flos-cuculi"
"Silene baccifera"
"Silene coronaria"
"Atocion armeria"
"Gypsophila muralis"
"Gypsophila paniculata"
"Gypsophila elegans"
"Gypsophila pilosa"
"Gypsophila scorzonerifolia"
"Gypsophila viscosa"
"Saponaria ocymoides"
"Saponaria officinalis"
"Vaccaria hispanica"
"Vaccaria hispanica"
"Vaccaria hispanica"
"Petrorhagia prolifera"
"Petrorhagia nanteuillii"
"Petrorhagia saxifraga"
"Dianthus caryophyllus"
"Dianthus gallicus"
"Dianthus barbatus"
"Dianthus giganteus"
"Dianthus plumarius"
"Dianthus subacaulis"
"Dianthus ×hellwigii"
"Dianthus superbus"
"Dianthus superbus"
"Dianthus superbus"
"Dianthus gratianopolitanus"
"Dianthus deltoides"
"Dianthus carthusianorum"
"Dianthus armeria"
"Alternanthera sessilis"
"Alternanthera tenella"
"Axyris amaranthoides"
"Teloxys aristata"
"Celosia argentea"
"Celosia argentea"
"Spirobassia hirsuta"
"Amaranthus crispus"
"Amaranthus muricatus"
"Amaranthus palmeri"
"Amaranthus polygonoides"
"Amaranthus rudis"
"Amaranthus scleropoides"
"Amaranthus spinosus"
"Amaranthus thunbergii"
"Amaranthus tuberculatus"
"Amaranthus viridis"
"Amaranthus ×ozanonii"
"Amaranthus ×ozanonii"
"Amaranthus ×ozanonii"
"Amaranthus caudatus"
"Amaranthus quitensis"
"Amaranthus retroflexus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus hybridus"
"Amaranthus albus"
"Amaranthus blitoides"
"Amaranthus standleyanus"
"Amaranthus graecizans"
"Amaranthus graecizans"
"Amaranthus graecizans"
"Amaranthus blitum"
"Amaranthus blitum"
"Amaranthus blitum"
"Amaranthus blitum"
"Amaranthus blitum"
"Amaranthus deflexus"
"Salicornia europaea"
"Salicornia europaea"
"Salicornia europaea"
"Salicornia europaea"
"Salicornia procumbens"
"Salicornia procumbens"
"Salicornia procumbens"
"Salicornia emericii"
"Polycnemum majus"
"Polycnemum arvense"
"Suaeda maritima"
"Suaeda maritima"
"Suaeda maritima"
"Suaeda vera"
"Kali soda"
"Kali tragus"
"Kali tragus"
"Corispermum pallasii"
"Corispermum gmelinii"
"Corispermum intermedium"
"Bassia scoparia"
"Bassia scoparia"
"Bassia scoparia"
"Bassia scoparia"
"Bassia hyssopifolia"
"Chenopodium borbasioides"
"Chenopodium giganteum"
"Chenopodium hircinum"
"Chenopodium missouriense"
"Chenopodium polygonoides"
"Chenopodium pratericola"
"Chenopodium probstii"
"Chenopodium striatiforme"
"Chenopodium ×pelgrimsianum"
"Chenopodium ×preissmannii"
"Chenopodium ×reynieri"
"Chenopodium quinoa"
"Chenopodium vulvaria"
"Chenopodium album"
"Chenopodium album"
"Chenopodium suecicum"
"Chenopodium opulifolium"
"Chenopodium berlandieri"
"Chenopodium berlandieri"
"Chenopodium berlandieri"
"Chenopodium ficifolium"
"Chenopodium betaceum"
"Dysphania carinata"
"Dysphania cristata"
"Dysphania ambrosioides"
"Dysphania botrys"
"Dysphania schraderiana"
"Dysphania pumilio"
"Blitum bonus-henricus"
"Blitum capitatum"
"Blitum nuttallianum"
"Blitum virgatum"
"Lipandra polysperma"
"Chenopodiastrum simplex"
"Chenopodiastrum hybridum"
"Chenopodiastrum murale"
"Oxybasis salina"
"Oxybasis glauca"
"Oxybasis urbica"
"Oxybasis rubra"
"Oxybasis rubra"
"Oxybasis rubra"
"Oxybasis rubra"
"Oxybasis chenopodioides"
"Beta vulgaris"
"Beta vulgaris"
"Beta vulgaris"
"Beta vulgaris"
"Beta vulgaris"
"Beta vulgaris"
"Beta vulgaris"
"Spinacia oleracea"
"Atriplex leptocarpa"
"Atriplex muelleri"
"Atriplex rosea"
"Atriplex sagittata"
"Atriplex sibirica"
"Atriplex suberecta"
"Atriplex tatarica"
"Atriplex halimus"
"Atriplex hortensis"
"Atriplex micrantha"
"Atriplex laciniata"
"Atriplex littoralis"
"Atriplex patula"
"Atriplex longipes"
"Atriplex ×gustafssoniana"
"Atriplex prostrata"
"Atriplex prostrata"
"Atriplex prostrata"
"Atriplex prostrata"
"Atriplex prostrata"
"Atriplex glabriuscula"
"Halimione portulacoides"
"Halimione pedunculata"
"Mesembryanthemum crystallinum"
"Drosanthemum floribundum"
"Tetragonia tetragonioides"
"Phytolacca acinosa"
"Phytolacca americana"
"Abronia fragrans"
"Mirabilis jalapa"
"Mollugo verticillata"
"Calandrinia elegans"
"Claytonia perfoliata"
"Claytonia sibirica"
"Montia arvensis"
"Montia fontana"
"Montia hallii"
"Montia hallii"
"Montia hallii"
"Portulaca oleracea"
"Portulaca oleracea"
"Portulaca grandiflora"
"Hydrangea paniculata"
"Hydrangea macrophylla"
"Hydrangea anomala"
"Hydrangea anomala"
"Philadelphus coronarius"
"Philadelphus microphyllus"
"Philadelphus pubescens"
"Deutzia gracilis"
"Deutzia ×lemoinei"
"Deutzia parviflora"
"Deutzia ×rosea"
"Deutzia purpurascens"
"Deutzia scabra"
"Blumenbachia hieronymi"
"Cornus mas"
"Cornus sanguinea"
"Cornus sanguinea"
"Cornus sanguinea"
"Cornus sanguinea"
"Cornus sericea"
"Cornus alba"
"Impatiens balsamina"
"Impatiens walleriana"
"Impatiens glandulifera"
"Impatiens balfourii"
"Impatiens parviflora"
"Impatiens noli-tangere"
"Impatiens capensis"
"Cobaea scandens"
"Gilia achilleifolia"
"Gilia capitata"
"Gilia tricolor"
"Phlox paniculata"
"Phlox subulata"
"Navarretia squarrosa"
"Collomia grandiflora"
"Polemonium caeruleum"
"Polemonium reptans"
"Hottonia palustris"
"Primula ×media"
"Primula ×digenea"
"Primula ×polyantha"
"Primula denticulata"
"Primula florindae"
"Primula vulgaris"
"Primula veris"
"Primula veris"
"Primula veris"
"Primula elatior"
"Androsace maxima"
"Lysimachia clethroides"
"Lysimachia fortunei"
"Lysimachia ciliata"
"Lysimachia monelli"
"Lysimachia nummularia"
"Lysimachia nemorum"
"Lysimachia thyrsiflora"
"Lysimachia vulgaris"
"Lysimachia punctata"
"Lysimachia verticillaris"
"Lysimachia maritima"
"Lysimachia minima"
"Lysimachia europaea"
"Lysimachia tenella"
"Lysimachia arvensis"
"Lysimachia foemina"
"Samolus valerandi"
"Cyclamen hederifolium"
"Cyclamen purpurascens"
"Cyclamen coum"
"Actinidia deliciosa"
"Clethra alnifolia"
"Daboecia cantabrica"
"Leucothoe fontanesiana"
"Pieris floribunda"
"Pieris japonica"
"Gaultheria procumbens"
"Gaultheria shallon"
"Chimaphila umbellata"
"Calluna vulgaris"
"Calluna vulgaris"
"Erica carnea"
"Erica vagans"
"Erica ×darleyensis"
"Erica erigena"
"Erica tetralix"
"Erica cinerea"
"Rhododendron ponticum"
"Rhododendron baeticum"
"Rhododendron catawbiense"
"Rhododendron maximum"
"Rhododendron macrophyllum"
"Rhododendron ×superponticum"
"Rhododendron luteum"
"Rhododendron molle"
"Kalmia angustifolia"
"Kalmia latifolia"
"Andromeda polifolia"
"Vaccinium ×intermedium"
"Vaccinium corymbosum"
"Vaccinium angustifolium"
"Vaccinium oxycoccos"
"Vaccinium macrocarpon"
"Vaccinium vitis-idaea"
"Vaccinium myrtillus"
"Vaccinium uliginosum"
"Empetrum nigrum"
"Moneses uniflora"
"Orthilia secunda"
"Pyrola ×graebneriana"
"Pyrola minor"
"Pyrola media"
"Pyrola rotundifolia"
"Pyrola rotundifolia"
"Pyrola rotundifolia"
"Pyrola chlorantha"
"Monotropa hypopitys"
"Monotropa hypopitys"
"Monotropa hypopitys"
"Monotropa hypopitys"
"Monotropa hypopitys"
"Aucuba japonica"
"Aucuba japonica"
"Rubia tinctorum"
"Rubia peregrina"
"Phuopsis stylosa"
"Sherardia arvensis"
"Sherardia arvensis"
"Sherardia arvensis"
"Asperula arvensis"
"Asperula cynanchica"
"Asperula cynanchica"
"Asperula cynanchica"
"Galium tenuissimum"
"Galium rotundifolium"
"Galium odoratum"
"Galium glaucum"
"Galium boreale"
"Galium rubioides"
"Galium verum"
"Galium verum"
"Galium ×pomeranicum"
"Galium ×pomeranicum"
"Galium sylvaticum"
"Galium palustre"
"Galium palustre"
"Galium palustre"
"Galium debile"
"Galium mollugo"
"Galium mollugo"
"Galium mollugo"
"Galium mollugo"
"Galium mollugo"
"Galium saxatile"
"Galium pumilum"
"Galium pumilum"
"Galium pumilum"
"Galium fleurotii"
"Galium fleurotii"
"Galium fleurotii"
"Galium uliginosum"
"Galium parisiense"
"Galium parisiense"
"Galium parisiense"
"Galium divaricatum"
"Galium tricornutum"
"Galium aparine"
"Galium spurium"
"Galium spurium"
"Galium spurium"
"Galium murale"
"Cruciata laevipes"
"Cicendia filiformis"
"Exaculum pusillum"
"Centaurium ×intermedium"
"Centaurium ×aschersonianum"
"Centaurium littorale"
"Centaurium pulchellum"
"Centaurium erythraea"
"Blackstonia perfoliata"
"Blackstonia acuminata"
"Gentiana asclepiadea"
"Gentiana lutea"
"Gentiana cruciata"
"Gentiana pneumonanthe"
"Gentianella ×pamplinii"
"Gentianella campestris"
"Gentianella germanica"
"Gentianella amarella"
"Gentianella uliginosa"
"Gentianopsis ciliata"
"Gomphocarpus fruticosus"
"Vinca minor"
"Vinca major"
"Vincetoxicum hirundinaria"
"Vincetoxicum nigrum"
"Vincetoxicum rossicum"
"Asclepias syriaca"
"Asclepias incarnata"
"Arnebia decumbens"
"Asperugo procumbens"
"Brunnera macrophylla"
"Cerinthe minor"
"Nonea lutea"
"Trachystemon orientalis"
"Nemophila maculata"
"Nemophila menziesii"
"Heliotropium europaeum"
"Heliotropium arborescens"
"Heliotropium suaveolens"
"Borago officinalis"
"Omphalodes verna"
"Echium vulgare"
"Echium vulgare"
"Echium plantagineum"
"Amsinckia intermedia"
"Amsinckia tessellata"
"Amsinckia lycopsoides"
"Amsinckia micrantha"
"Lithospermum officinale"
"Buglossoides purpurocaerulea"
"Buglossoides arvensis"
"Pulmonaria angustifolia"
"Pulmonaria officinalis"
"Pulmonaria obscura"
"Pulmonaria longifolia"
"Pulmonaria saccharata"
"Pulmonaria mollis"
"Pulmonaria montana"
"Lappula squarrosa"
"Cynoglossum amabile"
"Cynoglossum germanicum"
"Cynoglossum germanicum"
"Cynoglossum germanicum"
"Cynoglossum officinale"
"Symphytum caucasicum"
"Symphytum orientale"
"Symphytum officinale"
"Symphytum officinale"
"Symphytum officinale"
"Symphytum asperum"
"Symphytum ×uplandicum"
"Symphytum ×caeruleum"
"Symphytum grandiflorum"
"Symphytum ×hidcotense"
"Myosotis alpestris"
"Myosotis sylvatica"
"Myosotis discolor"
"Myosotis dubia"
"Myosotis stricta"
"Myosotis arvensis"
"Myosotis arvensis"
"Myosotis arvensis"
"Myosotis ramosissima"
"Myosotis scorpioides"
"Myosotis nemorosa"
"Myosotis laxa"
"Myosotis laxa"
"Myosotis laxa"
"Myosotis secunda"
"Anchusa ochroleuca"
"Anchusa italica"
"Anchusa officinalis"
"Anchusa procera"
"Lycopsis arvensis"
"Lycopsis orientalis"
"Pentaglottis sempervirens"
"Phacelia tanacetifolia"
"Phacelia campanularia"
"Ipomoea purpurea"
"Ipomoea hederacea"
"Ipomoea lacunosa"
"Ipomoea ×leucantha"
"Ipomoea tricolor"
"Ipomoea wrightii"
"Quamoclit coccinea"
"Dichondra argentea"
"Dichondra micrantha"
"Convolvulus dubius"
"Convolvulus tricolor"
"Convolvulus tricolor"
"Convolvulus arvensis"
"Convolvulus sepium"
"Convolvulus sepium"
"Convolvulus silvatica"
"Convolvulus soldanella"
"Cuscuta epilinum"
"Cuscuta suaveolens"
"Cuscuta gronovii"
"Cuscuta gronovii"
"Cuscuta campestris"
"Cuscuta epithymum"
"Cuscuta europaea"
"Cuscuta lupuliformis"
"Capsicum annuum"
"Jaltomata procumbens"
"Petunia integrifolia"
"Petunia ×punctata"
"Salpiglossis sinuata"
"Solanum aethiopicum"
"Solanum aethiopicum"
"Solanum americanum"
"Solanum carolinense"
"Solanum chenopodioides"
"Solanum elaeagnifolium"
"Solanum pseudocapsicum"
"Solanum ptychanthum"
"Solanum rostratum"
"Solanum sisymbriifolium"
"Solanum viarum"
"Solanum dulcamara"
"Solanum dulcamara"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum nigrum"
"Solanum villosum"
"Solanum villosum"
"Solanum villosum"
"Solanum triflorum"
"Solanum triflorum"
"Solanum triflorum"
"Solanum physalifolium"
"Solanum physalifolium"
"Solanum sarrachoides"
"Solanum tuberosum"
"Solanum lycopersicum"
"Solanum lycopersicum"
"Solanum lycopersicum"
"Solanum lycopersicum"
"Lycium barbarum"
"Lycium chinense"
"Atropa bella-donna"
"Datura stramonium"
"Datura stramonium"
"Datura stramonium"
"Datura stramonium"
"Datura stramonium"
"Datura stramonium"
"Datura stramonium"
"Datura ferox"
"Datura innoxia"
"Hyoscyamus niger"
"Hyoscyamus albus"
"Nicandra physalodes"
"Physalis alkekengi"
"Physalis alkekengi"
"Physalis alkekengi"
"Physalis angulata"
"Physalis angulata"
"Physalis angulata"
"Physalis grisea"
"Physalis ixocarpa"
"Physalis longifolia"
"Physalis longifolia"
"Physalis peruviana"
"Physalis philadelphica"
"Physalis pubescens"
"Nicotiana alata"
"Nicotiana forgetiana"
"Nicotiana langsdorffii"
"Nicotiana sylvestris"
"Nicotiana ×sanderae"
"Nicotiana glauca"
"Nicotiana rustica"
"Nicotiana tabacum"
"Osmanthus heterophyllus"
"Fraxinus ornus"
"Fraxinus excelsior"
"Fraxinus excelsior"
"Fraxinus excelsior"
"Fraxinus excelsior"
"Fraxinus angustifolia"
"Fraxinus angustifolia"
"Fraxinus ×stenobotrys"
"Fraxinus pennsylvanica"
"Fraxinus pennsylvanica"
"Fraxinus pennsylvanica"
"Fraxinus americana"
"Fraxinus latifolia"
"Syringa vulgaris"
"Syringa josikaea"
"Ligustrum ×vicaryi"
"Ligustrum sinense"
"Ligustrum vulgare"
"Ligustrum ovalifolium"
"Forsythia ×intermedia"
"Forsythia suspensa"
"Forsythia viridissima"
"Jasminum nudiflorum"
"Jasminum fruticans"
"Calceolaria chelidonioides"
"Anarrhinum bellidifolium"
"Asarina procumbens"
"Chelone obliqua"
"Collinsia heterophylla"
"Ellisiophyllum pinnatum"
"Erinus alpinus"
"Penstemon digitalis"
"Veronicastrum virginicum"
"Hebe cupressoides"
"Hebe ochracea"
"Littorella uniflora"
"Plantago afra"
"Plantago lagopus"
"Plantago ovata"
"Plantago sempervirens"
"Plantago ×mixta"
"Plantago coronopus"
"Plantago maritima"
"Plantago lanceolata"
"Plantago lanceolata"
"Plantago media"
"Plantago major"
"Plantago major"
"Plantago major"
"Plantago arenaria"
"Hippuris vulgaris"
"Callitriche hermaphroditica"
"Callitriche cophocarpa"
"Callitriche truncata"
"Callitriche truncata"
"Callitriche truncata"
"Callitriche stagnalis"
"Callitriche obtusangula"
"Callitriche platycarpa"
"Callitriche palustris"
"Callitriche hamulata"
"Callitriche brutia"
"Veronica austriaca"
"Veronica campylopoda"
"Veronica glauca"
"Veronica repens"
"Veronica ×godronii"
"Veronica hederifolia"
"Veronica sublobata"
"Veronica cymbalaria"
"Veronica persica"
"Veronica filiformis"
"Veronica opaca"
"Veronica agrestis"
"Veronica polita"
"Veronica arvensis"
"Veronica triphyllos"
"Veronica verna"
"Veronica praecox"
"Veronica acinifolia"
"Veronica peregrina"
"Veronica serpyllifolia"
"Veronica officinalis"
"Veronica scutellata"
"Veronica scutellata"
"Veronica scutellata"
"Veronica beccabunga"
"Veronica anagallis-aquatica"
"Veronica catenata"
"Veronica anagalloides"
"Veronica chamaedrys"
"Veronica chamaedrys"
"Veronica chamaedrys"
"Veronica montana"
"Veronica satureiifolia"
"Veronica prostrata"
"Veronica teucrium"
"Veronica teucrium"
"Veronica teucrium"
"Veronica longifolia"
"Veronica spicata"
"Veronica spicata"
"Cymbalaria muralis"
"Cymbalaria pallida"
"Linaria ×sepium"
"Linaria bipartita"
"Linaria chalepensis"
"Linaria hirta"
"Linaria incarnata"
"Linaria maroccana"
"Linaria purpurea"
"Linaria triornithophora"
"Linaria vulgaris"
"Linaria repens"
"Linaria arvensis"
"Linaria supina"
"Linaria simplex"
"Kickxia ×confinis"
"Kickxia elatine"
"Kickxia elatine"
"Kickxia spuria"
"Chaenorrhinum minus"
"Chaenorrhinum origanifolium"
"Antirrhinum majus"
"Antirrhinum graniticum"
"Misopates orontium"
"Gratiola officinalis"
"Digitalis ×fucata"
"Digitalis lanata"
"Digitalis purpurea"
"Digitalis lutea"
"Digitalis grandiflora"
"Globularia bisnagarica"
"Hebenstretia integrifolia"
"Nemesia caerulea"
"Alonsoa intermedia"
"Chaenostoma cordatum"
"Buddleja davidii"
"Buddleja globosa"
"Buddleja ×weyeriana"
"Verbascum ×divaricatum"
"Verbascum phoeniceum"
"Verbascum speciosum"
"Verbascum virgatum"
"Verbascum ×ramigerum"
"Verbascum ×ambiguum"
"Verbascum ×interjectum"
"Verbascum ×incanum"
"Verbascum ×spurium"
"Verbascum ×brockmuelleri"
"Verbascum ×angulosum"
"Verbascum ×semialbum"
"Verbascum blattaria"
"Verbascum thapsus"
"Verbascum densiflorum"
"Verbascum phlomoides"
"Verbascum lychnitis"
"Verbascum lychnitis"
"Verbascum lychnitis"
"Verbascum pulverulentum"
"Verbascum nigrum"
"Limosella aquatica"
"Scrophularia peregrina"
"Scrophularia scopolii"
"Scrophularia nodosa"
"Scrophularia auriculata"
"Scrophularia umbrosa"
"Scrophularia umbrosa"
"Scrophularia umbrosa"
"Scrophularia vernalis"
"Scrophularia canina"
"Scrophularia canina"
"Scrophularia canina"
"Lindernia procumbens"
"Lindernia dubia"
"Ibicella lutea"
"Proboscidea louisianica"
"Sesamum indicum"
"Acanthus mollis"
"Acanthus spinosus"
"Thunbergia alata"
"Catalpa bignonioides"
"Catalpa ×erubescens"
"Catalpa ×erubescens"
"Catalpa ovata"
"Campsis radicans"
"Eccremocarpus scaber"
"Utricularia vulgaris"
"Utricularia australis"
"Utricularia minor"
"Utricularia bremii"
"Utricularia intermedia"
"Utricularia ochroleuca"
"Pinguicula vulgaris"
"Lantana camara"
"Glandularia aristigera"
"Glandularia ×hybrida"
"Phyla nodiflora"
"Verbena bracteata"
"Verbena brasiliensis"
"Verbena hastata"
"Verbena incompta"
"Verbena rigida"
"Verbena urticifolia"
"Verbena officinalis"
"Verbena bonariensis"
"Amethystea caerulea"
"Dracocephalum moldavica"
"Dracocephalum parviflorum"
"Dracocephalum thymiflorum"
"Elsholtzia ciliata"
"Lallemantia iberica"
"Perilla frutescens"
"Sideritis montana"
"Agastache rugosa"
"Callicarpa bodinieri"
"Caryopteris ×clandonensis"
"Caryopteris incana"
"Clerodendrum bungei"
"Clerodendrum trichotomum"
"Lavandula angustifolia"
"Lavandula dentata"
"Lavandula stoechas"
"Monarda didyma"
"Ocimum basilicum"
"Perovskia abrotanoides"
"Perovskia atriplicifolia"
"Phlomis russeliana"
"Physostegia virginiana"
"Pycnanthemum pilosum"
"Rosmarinus officinalis"
"Lycopus europaeus"
"Mentha ×dumetorum"
"Mentha ×rotundifolia"
"Mentha cervina"
"Mentha requienii"
"Mentha pulegium"
"Mentha suaveolens"
"Mentha longifolia"
"Mentha spicata"
"Mentha spicata"
"Mentha spicata"
"Mentha aquatica"
"Mentha aquatica"
"Mentha aquatica"
"Mentha arvensis"
"Mentha arvensis"
"Mentha arvensis"
"Mentha arvensis"
"Mentha ×villosa"
"Mentha ×villosa"
"Mentha ×villosa"
"Mentha ×villosa"
"Mentha ×villosa"
"Mentha ×suavis"
"Mentha ×piperita"
"Mentha ×piperita"
"Mentha ×piperita"
"Mentha ×piperita"
"Mentha ×verticillata"
"Mentha ×smithiana"
"Mentha ×smithiana"
"Mentha ×smithiana"
"Mentha ×gracilis"
"Mentha ×gracilis"
"Mentha ×gracilis"
"Mentha ×carinthiaca"
"Salvia hispanica"
"Salvia reflexa"
"Salvia farinacea"
"Salvia glutinosa"
"Salvia patens"
"Salvia sclarea"
"Salvia splendens"
"Salvia viridis"
"Salvia officinalis"
"Salvia verticillata"
"Salvia pratensis"
"Salvia nemorosa"
"Salvia ×sylvestris"
"Salvia ×superba"
"Salvia amplexicaulis"
"Salvia verbenaca"
"Hyssopus officinalis"
"Origanum vulgare"
"Origanum vulgare"
"Origanum vulgare"
"Origanum vulgare"
"Origanum onites"
"Thymus ×braunii"
"Thymus ×oblongifolius"
"Thymus praecox"
"Thymus praecox"
"Thymus praecox"
"Thymus serpyllum"
"Thymus pulegioides"
"Thymus vulgaris"
"Thymus ×citriodorus"
"Satureja hortensis"
"Satureja montana"
"Clinopodium vulgare"
"Clinopodium acinos"
"Clinopodium nepeta"
"Clinopodium nepeta"
"Clinopodium nepeta"
"Clinopodium nepeta"
"Clinopodium nepeta"
"Clinopodium nepeta"
"Melissa officinalis"
"Nepeta cataria"
"Nepeta racemosa"
"Nepeta ×faassenii"
"Nepeta nepetella"
"Nepeta grandiflora"
"Glechoma hederacea"
"Melittis melissophyllum"
"Lamium ×holsaticum"
"Lamium orvala"
"Lamium galeobdolon"
"Lamium galeobdolon"
"Lamium galeobdolon"
"Lamium galeobdolon"
"Lamium album"
"Lamium maculatum"
"Lamium amplexicaule"
"Lamium purpureum"
"Lamium hybridum"
"Lamium confertum"
"Galeopsis ×wirtgenii"
"Galeopsis ×ochrerythra"
"Galeopsis speciosa"
"Galeopsis pubescens"
"Galeopsis bifida"
"Galeopsis tetrahit"
"Galeopsis segetum"
"Galeopsis ladanum"
"Galeopsis angustifolia"
"Stachys ×ambigua"
"Stachys recta"
"Stachys recta"
"Stachys recta"
"Stachys annua"
"Stachys arvensis"
"Stachys alpina"
"Stachys sylvatica"
"Stachys palustris"
"Stachys germanica"
"Stachys byzantina"
"Betonica macrantha"
"Betonica officinalis"
"Marrubium vulgare"
"Ballota nigra"
"Ballota nigra"
"Ballota nigra"
"Leonurus cardiaca"
"Leonurus cardiaca"
"Leonurus cardiaca"
"Leonurus japonicus"
"Leonurus marrubiastrum"
"Prunella ×spuria"
"Prunella ×intermedia"
"Prunella hastifolia"
"Prunella grandiflora"
"Prunella laciniata"
"Prunella laciniata"
"Prunella laciniata"
"Prunella vulgaris"
"Scutellaria ×hybrida"
"Scutellaria galericulata"
"Scutellaria minor"
"Scutellaria columnae"
"Scutellaria altissima"
"Ajuga ×hybrida"
"Ajuga ×hampeana"
"Ajuga chamaepitys"
"Ajuga reptans"
"Ajuga reptans"
"Ajuga pyramidalis"
"Ajuga genevensis"
"Teucrium hircanicum"
"Teucrium ×lucidris"
"Teucrium lucidum"
"Teucrium resupinatum"
"Teucrium botrys"
"Teucrium montanum"
"Teucrium scorodonia"
"Teucrium chamaedrys"
"Teucrium chamaedrys"
"Teucrium chamaedrys"
"Teucrium scordium"
"Teucrium scordium"
"Teucrium scordium"
"Mimulus ringens"
"Erythranthe lutea"
"Erythranthe lutea"
"Erythranthe ×robertsii"
"Erythranthe ×burnetii"
"Erythranthe cuprea"
"Erythranthe moschata"
"Erythranthe guttata"
"Paulownia tomentosa"
"Bartsia trixago"
"Lathraea clandestina"
"Lathraea squamaria"
"Orobanche reticulata"
"Orobanche reticulata"
"Orobanche gracilis"
"Orobanche caryophyllacea"
"Orobanche teucrii"
"Orobanche teucrii"
"Orobanche teucrii"
"Orobanche alba"
"Orobanche picridis"
"Orobanche minor"
"Orobanche amethystea"
"Orobanche hederae"
"Orobanche alsatica"
"Orobanche alsatica"
"Orobanche alsatica"
"Orobanche lutea"
"Orobanche elatior"
"Orobanche rapum-genistae"
"Phelipanche ramosa"
"Phelipanche purpurea"
"Phelipanche arenaria"
"Melampyrum nemorosum"
"Melampyrum sylvaticum"
"Melampyrum pratense"
"Melampyrum pratense"
"Melampyrum pratense"
"Melampyrum arvense"
"Melampyrum arvense"
"Melampyrum arvense"
"Melampyrum cristatum"
"Euphrasia coerulea"
"Euphrasia frigida"
"Euphrasia ×haussknechtii"
"Euphrasia officinalis"
"Euphrasia officinalis"
"Euphrasia officinalis"
"Euphrasia officinalis"
"Euphrasia stricta"
"Euphrasia salisburgensis"
"Euphrasia micrantha"
"Euphrasia nemorosa"
"Euphrasia tetraquetra"
"Odontites luteus"
"Odontites jaubertianus"
"Odontites ×senneni"
"Odontites vernus"
"Odontites vernus"
"Odontites vernus"
"Parentucellia viscosa"
"Parentucellia latifolia"
"Rhinanthus ×fallax"
"Rhinanthus alectorolophus"
"Rhinanthus alectorolophus"
"Rhinanthus alectorolophus"
"Rhinanthus alectorolophus"
"Rhinanthus alectorolophus"
"Rhinanthus angustifolius"
"Rhinanthus angustifolius"
"Rhinanthus angustifolius"
"Rhinanthus minor"
"Rhinanthus minor"
"Rhinanthus minor"
"Rhinanthus minor"
"Pedicularis palustris"
"Pedicularis sylvatica"
"Ilex aquifolium"
"Ilex aquifolium"
"Ilex aquifolium"
"Ilex ×altaclerensis"
"Ilex perado"
"Ilex ×meserveae"
"Ilex rugosa"
"Ilex crenata"
"Isotoma axillaris"
"Platycodon grandiflorus (Jacq.) DC."
"Trachelium caeruleum"
"Triodanis perfoliata"
"Wahlenbergia hederacea"
"Campanula carpatica"
"Campanula lactiflora"
"Campanula medium"
"Campanula erinus"
"Campanula cervicaria"
"Campanula glomerata"
"Campanula rotundifolia"
"Campanula persicifolia"
"Campanula persicifolia"
"Campanula persicifolia"
"Campanula persicifolia"
"Campanula rapunculus"
"Campanula patula"
"Campanula patula"
"Campanula patula"
"Campanula rapunculoides"
"Campanula trachelium"
"Campanula latifolia"
"Campanula rhomboidalis"
